0,1,2,3
Sri Sai Jayanth Fast Foods,Chilli Gobi,₹115,
Sri Sai Jayanth Fast Foods,Gobi 65,₹120,
Sri Sai Jayanth Fast Foods,Chilli Paneer,₹160,
Sri Sai Jayanth Fast Foods,Chicken Manchurian,₹155,
Sri Sai Jayanth Fast Foods,Ginger Chicken,₹155,
Sri Sai Jayanth Fast Foods,Garlic Chicken,₹155,
Sri Sai Jayanth Fast Foods,Chilli Chicken,₹160,
Sri Sai Jayanth Fast Foods,Chicken 65,₹155,
Sri Sai Jayanth Fast Foods,Chilli Joint [2 Pieces],₹170,
Sri Sai Jayanth Fast Foods,Chilli Lollipop [2 Pieces],₹145,
Sri Sai Jayanth Fast Foods,Veg Manchurian Gravy,₹120,
Sri Sai Jayanth Fast Foods,Gobi Manchurian Gravy,₹120,
Sri Sai Jayanth Fast Foods,Egg Bhurji Gravy,₹85,
Sri Sai Jayanth Fast Foods,Egg Bhurji,₹70,
Sri Sai Jayanth Fast Foods,Jeera Rice,₹95,
Sri Sai Jayanth Fast Foods,Veg Fried Rice,₹95,
Sri Sai Jayanth Fast Foods,Veg Schezwan Fried Rice,₹95,
Sri Sai Jayanth Fast Foods,Veg Manchurian Fried Rice,₹115,
Sri Sai Jayanth Fast Foods,Paneer Fried Rice,₹150,
Sri Sai Jayanth Fast Foods,Egg Fried Rice,₹110,
Sri Sai Jayanth Fast Foods,Double Egg Fried Rice,₹135,
Sri Sai Jayanth Fast Foods,Chicken Fried Rice,₹135,
Sri Sai Jayanth Fast Foods,Chilli Chicken Fried Rice,₹160,
Sri Sai Jayanth Fast Foods,Chicken Kabab Fried Rice,₹170,
Sri Sai Jayanth Fast Foods,Chicken 65 Fried Rice,₹160,
Sri Sai Jayanth Fast Foods,Chicken Manchurian Fried Rice,₹160,
Sri Sai Jayanth Fast Foods,Chicken Schezwan Fried Rice,₹145,
Sri Sai Jayanth Fast Foods,Veg Noodles,₹80,
Sri Sai Jayanth Fast Foods,Veg Manchurian Noodles,₹110,
Sri Sai Jayanth Fast Foods,Special Veg Manchurian Noodles,₹140,
Sri Sai Jayanth Fast Foods,Veg Schezwan Noodles,₹95,
Sri Sai Jayanth Fast Foods,Paneer Noodles,₹140,
Sri Sai Jayanth Fast Foods,Gobi Noodles,₹110,
Sri Sai Jayanth Fast Foods,Egg Noodles,₹95,
Sri Sai Jayanth Fast Foods,Double Egg Noodles,₹110,
Sri Sai Jayanth Fast Foods,Chicken Noodles,₹140,
Sri Sai Jayanth Fast Foods,Chilli Chicken Noodles,₹150,
Sri Sai Jayanth Fast Foods,Chicken Schezwan Noodles,₹150,
Sri Sai Jayanth Fast Foods,Chicken 65 Noodles,₹150,
Sri Sai Jayanth Fast Foods,Veg Roll,₹45,
Sri Sai Jayanth Fast Foods,Paneer Roll,₹70,
Sri Sai Jayanth Fast Foods,Veg Manchurian Roll,₹55,
Sri Sai Jayanth Fast Foods,Egg Roll,₹50,
Sri Sai Jayanth Fast Foods,Double Egg Roll,₹60,
Sri Sai Jayanth Fast Foods,Chicken Roll,₹75,
Sri Sai Jayanth Fast Foods,Chicken 65 Roll,₹95,
Sri Sai Jayanth Fast Foods,Chilli Chicken Roll,₹95,
Sri Sai Jayanth Fast Foods,Chicken Manchurian Roll,₹90,
Sri Sai Jayanth Fast Foods,Omelette,₹60,
Dayaram Sweets,Motichoor Laddu,₹90,
Dayaram Sweets,Roasted Kalakand,₹170,
Dayaram Sweets,White Kalakand,₹160,
Dayaram Sweets,Bombay Mixture,₹75,
Dayaram Sweets,Potato Chips,₹110,
Dayaram Sweets,Bobbatlu,₹95,
Dayaram Sweets,Khaja,₹80,
Dayaram Sweets,Chikodi,₹70,
Dayaram Sweets,Sev,₹70,
Dayaram Sweets,Vaampakodi,₹68,Papdi.
Dayaram Sweets,Onion PakodI,₹65,
Dayaram Sweets,Cornflakes Mixture Spicy,₹60,
Dayaram Sweets,Hot Boondi,₹56,
Dayaram Sweets,Basin Laddu,₹90,
Dayaram Sweets,Milk Mysore Pak,₹145,
Dayaram Sweets,Ice Cream Burfi,₹145,
Dayaram Sweets,Kesar Ghee Laddu,₹150,Made with refined grahm flour with pure desi ghee and garnished with  ... read more
Dayaram Sweets,Honey Due,₹110,
Dayaram Sweets,Gulabjamun [4Pcs]+ Kachori[2Pcs],₹112,Gulabjamun [4Pcs]+ Kachori[2Pcs]
Dayaram Sweets,Motichoor Laddu[250gms] + Agra Mixture[250gms],₹156,Motichoor Laddu[250gms] + Agra Mixture[250gms]
Dayaram Sweets,Spl Motichoor Laddu[250gms] + Bombay Mixture[250gms],₹146,Spl Motichoor Laddu[250gms] + Bombay Mixture[250gms]
Dayaram Sweets,Bobatlu [250gms] + Khara Boondi[250gms],₹143,Bobatlu [250gms] + Khara Boondi[250gms]
Dayaram Sweets,Chum Chum [250gms] +Star Ghanta [200gms],₹186,Chum Chum [250gms] +Star Ghanta [200gms]
Dayaram Sweets,Honey Due [250gms] + Vam Papdi[200gms],₹190,Honey Due [250gms] + Vam Papdi[200gms]
Dayaram Sweets,Kachori[2Pcs] + Badam Milk,₹92,Kachori[2Pcs] + Badam Milk
Dayaram Sweets,Sev[200gms] + Sweet Boondi[200gms],₹110,Sev[200gms] + Sweet Boondi[200gms]
Dayaram Sweets,Kaju Katli [250 grams]+Rasmalai [4 Pieces],₹395,
Dayaram Sweets,Rasgulla[4Pcs] + Tasty Peanut Cracker[200gms],₹130,Rasgulla[4Pcs] + Tasty Peanut Cracker[200gms]
Dayaram Sweets,Spl Motichoor Laddu [500gms] + Rasgulla [2pcs],₹190,Spl Motichoor Laddu [500gms] + Rasgulla [2pcs]
Dayaram Sweets,Spl Kaju Pakodi [100gms]+ [4 Pcs] Sponge Rasgullla,₹140,Spl Kaju Pakodi [100gms]+ [4 Pcs] Sponge Rasgulla
Dayaram Sweets,Kaju Pakodi [250 Grams] + Onion Pakoda [500 Grams] + Samosa [2 Pieces],₹285,Kaju Pakodi [250 Grams] + Onion Pakoda [500 Grams] + Samosa [2 Pieces]
Dayaram Sweets,Motichur Laddu [500 Grams] + Bobbatlu [500 Grams],₹300,Motichur Laddu [500 Grams] + Bobbatlu [500 Grams]
Dayaram Sweets,Kaju Katli [250 Grams] + Samosa [2 Pieces],₹270,Kaju Katli [250 Grams] + Samosa [2 Pieces]
Dayaram Sweets,White Kalakand [500 Grams] + Onion Pakodi [250 Grams],₹365,White Kalakand [500 Grams] + Onion Pakodi [250 Grams]
Dayaram Sweets,Gulab Jamun [500 Grams] + Sev [400 Grams],₹294,Gulab Jamun [500 Grams] + Sev [400 Grams]
Dayaram Sweets,Motichoor Laddu,₹90,
Dayaram Sweets,Spl Motichoor Laddu,₹100,Special motichoor laddu made with refined grahm flour and decorated with premium pista
Dayaram Sweets,Basin Laddu,₹90,
Dayaram Sweets,Boondi Laddu,₹90,
Dayaram Sweets,Sunnundalu,₹145,Ghee.
Dayaram Sweets,Yellow Soan Papdi,₹90,
Dayaram Sweets,Khaja,₹80,
Dayaram Sweets,Juice Balushahi,₹80,
Dayaram Sweets,Khoya Gajikay,₹95,Chandrakala.
Dayaram Sweets,Jhangiri,₹95,
Dayaram Sweets,Pootharekulu,₹130,
Dayaram Sweets,Dry Fruit Pootharekulu,₹180,
Dayaram Sweets,Kaju Katli,₹290,
Dayaram Sweets,Roasted Kalakand,₹170,
Dayaram Sweets,White Kalakand,₹160,
Dayaram Sweets,Ajmeri Kalakand,₹160,
Dayaram Sweets,Milk Mysore Pak,₹145,
Dayaram Sweets,Ice Cream Burfi,₹145,
Dayaram Sweets,Malai Puri,₹145,
Dayaram Sweets,Dry Fruit Halwa,₹175,
Dayaram Sweets,Dry Fruit Burfi,₹190,
Dayaram Sweets,Dry Fruit Laddu,₹190,
Dayaram Sweets,Malai Laddu,₹160,
Dayaram Sweets,Ghee Soan Papdi,₹145,
Dayaram Sweets,Kesar Ghee Laddu,₹150,Made with refined grahm flour with pure desi ghee and garnished with  ... read more
Dayaram Sweets,Bobbatlu,₹95,
Dayaram Sweets,Special Doodh Peda,₹140,
Dayaram Sweets,Milk Diamond Burfi,₹140,
Dayaram Sweets,Small Doodh Pera,₹135,
Dayaram Sweets,Chocolate Burfi,₹130,
Dayaram Sweets,Pista Badam Barfi,₹145,
Dayaram Sweets,Horlicks Burfi,₹175,
Dayaram Sweets,Dodha Burfi,₹175,
Dayaram Sweets,Kalakand,₹170,All mix.
Dayaram Sweets,Ghee Sweet,₹150,All mix.
Dayaram Sweets,Andhra Sweet,₹90,All mix.
Dayaram Sweets,Kaju Sweet,₹240,All mix.
Dayaram Sweets,Bengali Sweet,₹90,All mix.
Dayaram Sweets,Cham Cham,₹110,
Dayaram Sweets,Rasmalai [Box of 4],₹200,
Dayaram Sweets,Gulab Jamun,₹110,
Dayaram Sweets,Kala Jamun,₹110,
Dayaram Sweets,Honey Due,₹110,
Dayaram Sweets,Juicy Julabjam [4 pcs],₹100,
Dayaram Sweets,Malai Roll Box [10 pcs],₹240,
Dayaram Sweets,Malai Cham Cham [10 pcs],₹240,
Dayaram Sweets,Badam Milk [1 Bottle],₹60,
Dayaram Sweets,Onion PakodI,₹65,
Dayaram Sweets,Kaju PakodI,₹120,
Dayaram Sweets,Bombay Mixture,₹75,
Dayaram Sweets,Agra Mixture,₹90,
Dayaram Sweets,Sev,₹70,
Dayaram Sweets,Chikodi,₹70,
Dayaram Sweets,Potato Chips,₹110,
Dayaram Sweets,Cornflakes Mixture Spicy,₹60,
Dayaram Sweets,Potato Mixture,₹99,
Dayaram Sweets,Hot Boondi,₹56,
Dayaram Sweets,Dilkush Mixture,₹64,
Dayaram Sweets,Peanuts,₹60,
Dayaram Sweets,Sweet Cornflakes Mixture,₹70,
Dayaram Sweets,Kabuli Chana,₹65,
Dayaram Sweets,Chana Dal,₹64,
Dayaram Sweets,Til Chikodi,₹60,
Dayaram Sweets,Masala Peanuts,₹65,
Dayaram Sweets,Moong Dal,₹64,
Dayaram Sweets,Vaampakodi,₹68,Papdi.
Dayaram Sweets,Bhanwar Ghantiya,₹68,
Dayaram Sweets,Star Ghantiya,₹68,
Dayaram Sweets,Lamba Ghantiya,₹68,
Dayaram Sweets,Cornflakes Mixture,₹56,
Dayaram Sweets,Masala Mixture,₹60,
Dayaram Sweets,Nimky,₹60,
Dayaram Sweets,Hot Kaju,₹270,
Dayaram Sweets,Slat Kaju,₹270,
Dayaram Sweets,Banana Chips,₹99,
Dayaram Sweets,Hot Chips,₹75,
Dayaram Sweets,Salt Chips,₹75,
Dayaram Sweets,Hot Chekkalu,₹70,
Dayaram Sweets,Small Chegodi,₹70,
Dayaram Sweets,Rose Flowers,₹60,
Dayaram Sweets,Premium Almonds,₹290,
Dayaram Sweets,Kaju Jumbo,₹320,
Dayaram Sweets,Plain Cashew,₹280,Small.
Dayaram Sweets,Kaju 2 Pieces,₹312.50,
Dayaram Sweets,Kaju 4 Pieces,₹281.25,
Dayaram Sweets,Kismis Jumbo,₹156.25,
Dayaram Sweets,Sweet Kismis,₹142.50,
Dayaram Sweets,Pista Jumbo,₹687.50,
Dayaram Sweets,Anjeer,₹350,
Dayaram Sweets,Jumbo Badam,₹343.75,
Dayaram Sweets,Pumpkin Seeds,₹233.75,
Dayaram Sweets,Kimya Dates,₹156.25,
Dayaram Sweets,Dry Cherry,₹343.75,
Dayaram Sweets,Dry Apricots,₹343.75,
Dayaram Sweets,Dry Kiwi,₹250,
Dayaram Sweets,Sweet Amla,₹187.50,
Dayaram Sweets,Salted Pista,₹687.50,
Dayaram Sweets,All Mixed Dry Fruits [ Pack of Box],₹1500,
Dayaram Sweets,Vanilla Cake [1 kg],₹450,
Dayaram Sweets,Butterscotch Cake [1 kg],₹500,
Dayaram Sweets,Chocolate Cake [1 kg],₹600,
Dayaram Sweets,Black Angoor Smalll,₹65,
Dayaram Sweets,Mini Gulab Jamun,₹65,
Millet Rasoi,Hot Millet Pongal,₹120,
Millet Rasoi,Millet Uttapam,₹90,
Millet Rasoi,Pesarattu with Millet Upma,₹120,
Millet Rasoi,Millet Upma,₹80,
Millet Rasoi,Plain Multi Millet Dosa,₹90,
Millet Rasoi,Daddojanam,₹170,
Millet Rasoi,Pulihora Platter,₹170,
Millet Rasoi,Raagi Idly [3 Pieces],₹80,
Millet Rasoi,Veg Pulao Platter,₹210,
Millet Rasoi,Pesarattu With Sprouts,₹105,
Millet Rasoi,Ragi Mudha with Pappu,₹170,
Millet Rasoi,Jeera Millet Platter,₹175,
Millet Rasoi,Ragi Mudha With Chicken Pulsu,₹260,
Millet Rasoi,Multi Millet Idly [3 Pieces],₹80,
Millet Rasoi,Millet Idly [3 Pieces],₹80,
Millet Rasoi,Raagi Idly [3 Pieces],₹80,
Millet Rasoi,Jonna Idly [3 Pieces],₹80,
Millet Rasoi,Millet Rasoi Special Idly [3 Pieces],₹105,
Millet Rasoi,Plain Multi Millet Dosa,₹90,
Millet Rasoi,Multi Millet Dosa With Sprouts,₹105,
Millet Rasoi,Multi Millet Dosa With Onion,₹100,
Millet Rasoi,Multi Millet Dosa With Ghee Podi,₹100,
Millet Rasoi,Plain Pesarattu,₹90,
Millet Rasoi,Pesarattu With Sprouts,₹105,
Millet Rasoi,Pesarattu With Onion,₹100,
Millet Rasoi,Raagi Dosa,₹90,
Millet Rasoi,Millet Uttapam,₹90,
Millet Rasoi,Millet Upma,₹80,
Millet Rasoi,Hot Millet Pongal,₹120,
Millet Rasoi,Breakfast Healthy Combo,₹175,
Millet Rasoi,Pesarattu with Millet Upma,₹120,
Millet Rasoi,Veg Pulao Platter,₹210,
Millet Rasoi,Pulihora Platter,₹170,
Millet Rasoi,Jeera Millet Platter,₹175,
Millet Rasoi,Daddojanam,₹170,
Millet Rasoi,Ragi Mudha with Pappu,₹170,
Millet Rasoi,Veg Millet Thali,₹260,
Millet Rasoi,Chicken Pulao Platter,₹290,
Millet Rasoi,Chicken Fry Pulao Platter,₹315,
Millet Rasoi,Ragi Mudha With Chicken Pulsu,₹260,
Millet Rasoi,Chicken Pulusu,₹325,
Millet Rasoi,Chicken Fry,₹350,
Millet Rasoi,Non Veg Millet Thali,₹365,
Cakes Heaven,Butterscotch Cake,₹549,"Golden Butterscotch cake inked with chocolate cream, which leaves a savoury sweet aftertaste ... read more"
Cakes Heaven,Cool Cake Vanilla,₹449,"Vanilla Cake is a sugary white, excellent rich, and fragrant delight- lending its ... read more"
Cakes Heaven,Red Velvet Cake,₹559,An unfrosted cake that puts the focus back on the texture & color ... read more
Cakes Heaven,Death By Chocolate Pastry,₹159,
Cakes Heaven,Gulab jamun vanilla cake,₹639,
Cakes Heaven,Happy Valentine’s Butterscotch Overload Cake,₹599,
Cakes Heaven,Happy Valentine’s Red Velvet Heart cake,₹549,"Nothing will express your love better than a heart-shaped red velvet cake, its ... read more"
Cakes Heaven,Happy Valentine’s Chocolate Heart Cake,₹549,
Cakes Heaven,Cool Cake Vanilla,₹399,"Vanilla Cake is a sugary white, excellent rich, and fragrant delight- lending its ... read more"
Cakes Heaven,Happy Valentine’s Butterscotch Overload Cake,₹599,
Cakes Heaven,Valentine’s Red Velvet Heart cake,₹599,
Cakes Heaven,Happy Valentine’s Chocolate Heart Cake,₹549,
Cakes Heaven,Happy Valentine’s Red Velvet Heart cake,₹549,"Nothing will express your love better than a heart-shaped red velvet cake, its ... read more"
Cakes Heaven,Chocolate Pinata Heart Cake,₹749,
Cakes Heaven,Butterscotch Pinata Heart Cake,₹699,
Cakes Heaven,Red Velvet Pinata Heart Cake,₹799,
Cakes Heaven,Cool Cake Black forest,₹539,"A black forest cake for every occasion. An irresistible combination of chocolate, fresh ... read more"
Cakes Heaven,Red Velvet Cake,₹589,An unfrosted cake that puts the focus back on the texture & color ... read more
Cakes Heaven,Cool Cake Pineapple,₹539,Fresh & fruity. What's not to love? Delicious vanilla sponge with pineapple in ... read more
Cakes Heaven,Butterscotch Cake,₹549,"Golden Butterscotch cake inked with chocolate cream, which leaves a savoury sweet aftertaste ... read more"
Cakes Heaven,Mango Gateaux Cake,₹549,"Freshly baked sponge cake soaked in mango syrup, layered with cream, and topped ... read more"
Cakes Heaven,Delicious Mango Cake,₹549,"Freshly baked sponge cake soaked in mango filling, layered with cream, and topped ... read more"
Cakes Heaven,Chocolate Truffle Cake,₹569,Dark chocolate cake layered with dark chocolate truffle (ganache) and covered with dark ... read more
Cakes Heaven,Choco Truffle Cake,₹549,500Gms
Cakes Heaven,Choco Almond Cake,₹599,500Gms
Cakes Heaven,White Forest,₹539,"In a twist to black forest cake, this white forest cake features beautiful ... read more"
Cakes Heaven,Fresh Fruit Cake,₹589,500Gms
Cakes Heaven,Chocolate Truffle Heart Cake,₹599,500Gms
Cakes Heaven,Layer chocolate truffle cake,₹599,500Gms
Cakes Heaven,Red Velvet Heart Cake,₹659,An unfrosted cake that puts the focus back on the texture & color ... read more
Cakes Heaven,Irish Coffee Cake,₹549,Make a wish come true with an Irish coffee style. Try our Irish ... read more
Cakes Heaven,Strawberry cake,₹529,
Cakes Heaven,Gulab jamun vanilla cake,₹639,
Cakes Heaven,Cool Cake Vanilla,₹449,"Vanilla Cake is a sugary white, excellent rich, and fragrant delight- lending its ... read more"
Cakes Heaven,Death by Chocolate Cake,₹849,Rich and smooth Death by Chocolate is a creamy madness defined by its ... read more
Cakes Heaven,Cute Teddy Butterscotch Cake,₹459,
Cakes Heaven,Red Velvet Cake,₹559,An unfrosted cake that puts the focus back on the texture & color ... read more
Cakes Heaven,Pineapple Vanilla Cake,₹499,Fresh & fruity. What's not to love? Delicious vanilla sponge with pineapple in ... read more
Cakes Heaven,Butterscotch Cake,₹529,"Golden Butterscotch cake inked with chocolate cream, which leaves a savoury sweet aftertaste ... read more"
Cakes Heaven,Mango Gateaux Cake,₹519,"Freshly baked sponge cake soaked in mango syrup, layered with cream, and topped ... read more"
Cakes Heaven,Delicious Mango Cake,₹519,"Freshly baked sponge cake soaked in mango filling, layered with cream, and topped ... read more"
Cakes Heaven,Choco Truffle Cake,₹549,Dark chocolate cake layered with dark chocolate truffle (ganache) and covered with dark ... read more
Cakes Heaven,Choco Almond Cake,₹579,500Gms
Cakes Heaven,White Forest,₹499,"In a twist to black forest cake, this white forest cake features beautiful ... read more"
Cakes Heaven,Fresh Fruit Cake,₹549,500Gms
Cakes Heaven,Chocolate Truffle Heart Cake,₹549,500Gms
Cakes Heaven,Layer Chocolate Truffle Cake,₹549,500Gms
Cakes Heaven,Red Velvet Heart Cake,₹599,An unfrosted cake that puts the focus back on the texture & color ... read more
Cakes Heaven,Chocolate Tuffle Cake,₹499,Dark chocolate cake layered with dark chocolate truffle (ganache) and covered with dark ... read more
Cakes Heaven,Death by Chocolate Cake,₹749,
Cakes Heaven,Cool Cake Black Forest,₹499,"A black forest cake for every occasion. An irresistible combination of chocolate, fresh ... read more"
Cakes Heaven,Strawberry cake,₹519,
Cakes Heaven,Cool Cake Vanilla,₹399,"Vanilla Cake is a sugary white, excellent rich, and fragrant delight- lending its ... read more"
Cakes Heaven,Irish Coffee Cake,₹499,Make a wish come true with an Irish coffee style. Try our Irish ... read more
Cakes Heaven,Gulab Jamun Vanilla Cake,₹559,
Cakes Heaven,Cute Teddy Butterscotch Cake,₹439,
Cakes Heaven,Dessert Black Forest Jar Cake,₹179,"Mini (200 Ml)
Happiness is knowing there's is black forest jar cake. Carry the ... read more"
Cakes Heaven,Dessert Vanilla Jar Cake,₹179,Mini (200 Ml)
Cakes Heaven,Dessert Chocolate Jar Cake,₹179,"Mini (200 Ml)
Popular desserts all the time. Taste it during your desired time."
Cakes Heaven,Dessert Butterscotch Jar Cake,₹179,"Mini (200 Ml)
This childhood favourite combines crunchy butterscotch bits & creamy butterscotch bread ... read more"
Cakes Heaven,Stawberry Jar Cake,₹179,"Mini (200 Ml)
If you love strawberries, this is your perfect dessert. A light ... read more"
Cakes Heaven,Blueberry Jar Cake,₹179,"Mini (200 Ml)
An exotic mix of fresh blueberry pulp and freshly baked cake ... read more"
Cakes Heaven,Dessert Red Velvet Jar Cake,₹179,"Mini (200 Ml)
Moist red velvet sponge layered with cream cheese frosting."
Cakes Heaven,Dessert Pineapple Jar Cake,₹179,"Mini (200 Ml)
Fruity Pineapple jar cake with tender pineapple slices along with freshly ... read more"
Cakes Heaven,Gulab Jamun Vanilla Jar cake,₹179,
Cakes Heaven,Black Forest Pastry,₹129,
Cakes Heaven,Pineapple Pastry,₹119,
Cakes Heaven,Vanilla Pastry,₹99,
Cakes Heaven,Butterscotch Pastry,₹129,
Cakes Heaven,Chocolate Truffle Pastry,₹139,
Cakes Heaven,Death By Chocolate Pastry,₹159,
Cakes Heaven,Red Velvet Pastry,₹129,
Cakes Heaven,Red Velvet Cupcake,₹49,
Cakes Heaven,Black Forest Cupcake,₹49,
Cakes Heaven,Vanilla Cupcake,₹49,
Cakes Heaven,Butterscotch Cupcake,₹49,
Cakes Heaven,Chocolate Cupcake,₹49,
Cakes Heaven,Blueberry Cupcake,₹49,
Cakes Heaven,Strawberry Cupcake,₹49,
Cakes Heaven,Vanilla Cupcakes - 6 Pc,₹249,
Cakes Heaven,Chocolate Cupcakes - 6 Pc,₹259,
Cakes Heaven,Red Velvet Cupcakes - 6 Pc,₹259,
Cakes Heaven,Red Velvet Cupcake Pack Of 2,₹99,
Cakes Heaven,Blueberry Cupcake Pack Of 2,₹99,
Cakes Heaven,Chocolate cupcake pack of 2,₹99,
Cakes Heaven,Vanilla cupcake pack of 2,₹99,
Cakes Heaven,Butterscotch cupcake pack of 2,₹99,
Cakes Heaven,Chocolate Walnut Brownie,₹90,Enjoy the Walnuts fudgy classic chocolate brownie
Cakes Heaven,Choco Lava Cake,₹80,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake"
Cakes Heaven,Choco Lava + Chocolate Brownie,₹189,"Chocolate lovers delight! Indulgent, gooey molten lava inside a chocolate cake and Enjoy ... read more"
Cakes Heaven,Choco Chip Brownie,₹109,
Cakes Heaven,Choco Truffle Brownie,₹109,
Cherishmas's Pot Biryani,Chicken Pot Dum Biryani,₹290,Fresh chicken are marinated in a mixture of freshly ground spices and layered ... read more
Cherishmas's Pot Biryani,Pot Chicken Fry Biryani,₹300,
Cherishmas's Pot Biryani,Chicken Pot Dum Biryani,₹290,Fresh chicken are marinated in a mixture of freshly ground spices and layered ... read more
Burgerito,Chicken-PopCorn,₹220,Get them while they’re hot. Our super-tasty Chicken Popcorn Bites are the perfect ... read more
Burgerito,Loaded Chicken Wrapper,₹269,Its not a wrap it's Wrapper... Our Signature wrap Loaded with some Saucy ... read more
Burgerito,Classic Chicken Burger,₹199,Tender and juicy chicken patty coated in crispy batter topped with a creamy ... read more
Burgerito,Crispy Chicken Burger,₹129,"Like your chicken crispy, or tender? Why not both? The fried Chicken Fillet ... read more"
Burgerito,Fiery Chicken Wrapper,₹269,"Spice it up! Spicy Chicken, Loads of sauces in soft tortilla with fresh ... read more"
Burgerito,4pc Hot Chicken Wings & 2 Dip,₹279,"Signature Edition Hot & Crispy Wings made tender, Juicy chicken with spicy spice ... read more"
Burgerito,Cheddar Cheeseburger,₹250,"That wonderful combination of Soft Butter toast bread with sesame, creamy cheddar, In ... read more"
Burgerito,Fiery Chicken Burger,₹220,It's Hot to handle with each bite firing spicy heat and juicy chicken ... read more
Burgerito,Spicy Paneer Burger,₹199,"Rich and filling cottage cheese patty coated in spicy, crispy batter topped with ... read more"
Burgerito,Fiery Chicken Wrapper,₹269,"Spice it up! Spicy Chicken, Loads of sauces in soft tortilla with fresh ... read more"
Burgerito,Loaded Chicken Wrapper,₹269,Its not a wrap it's Wrapper... Our Signature wrap Loaded with some Saucy ... read more
Burgerito,Cheddar Cheeseburger,₹250,"That wonderful combination of Soft Butter toast bread with sesame, creamy cheddar, In ... read more"
Burgerito,Classic Chicken Burger,₹199,Tender and juicy chicken patty coated in crispy batter topped with a creamy ... read more
Burgerito,Crispy Chicken Burger,₹129,"Like your chicken crispy, or tender? Why not both? The fried Chicken Fillet ... read more"
Burgerito,Fiery Chicken Burger,₹220,It's Hot to handle with each bite firing spicy heat and juicy chicken ... read more
Burgerito,Tandoori Chicken Burger,₹220,Real desi Tandoori burger with Tender and juicy chicken patty coated in crispy ... read more
Burgerito,Spicy Paneer Burger,₹199,"Rich and filling cottage cheese patty coated in spicy, crispy batter topped with ... read more"
Burgerito,6 Pc. Tenders Box,₹259.05,"Chicken strips were never this good! Made of tender chicken breast, lightly coated ... read more"
Burgerito,Chicken-PopCorn,₹220,Get them while they’re hot. Our super-tasty Chicken Popcorn Bites are the perfect ... read more
Burgerito,Chicken Tender,₹40,"Strip of tender chicken breast in a seasoned, crispy coating."
Burgerito,Hot & Spicy Wings,₹320,There would be no Hot Lot without the new Hot Wings! Perfectly coated ... read more
Burgerito,4pc Hot Chicken Wings & 2 Dip,₹279,"Signature Edition Hot & Crispy Wings made tender, Juicy chicken with spicy spice ... read more"
Burgerito,Cheese Jalapeño Fries,₹220,"We start with hot, crispy natural-cut fries, then pile on warm melted Cheddar ... read more"
Burgerito,Southwest Chicken Salad,₹240,"Crunchy Iceberg lettuce cuts, tomatoes, shredded Onion, Peppers & Our Fan fav Crunchy ... read more"
Burgerito,Chipotle sauce,₹33,"Oh, so you really like pepper? So let's see how you do with ... read more"
Burgerito,Jalapeño Sauce,₹33,Do you like pepper? Well then try our new Jalapeño pepper sauce. Designed ... read more
Burgerito,Fries,₹129,Get them while they're hot. Our legendary super-tasty French Fries are the perfect ... read more
The Port Hotel,Port Special Biryani,₹500,
The Port Hotel,Paneer Tikka Masala,₹380,"Tandoor charbroiled cottage cheese chunks simmered in rich tomato onion gravy and house
spices."
The Port Hotel,Chilli Chicken,₹350,Crispy chicken chunks tossed with soya chilli sauce.
The Port Hotel,Chicken Malai Tikka,₹400,Mildly spiced chicken bites enriched with cream and charbroiled in tandoori.
The Port Hotel,Chicken Seekh Kebab,₹350,"Mince chicken spiced with roasted whole spices, flavoured with dry fenugreek and charbroiled ... read more"
The Port Hotel,Paneer Malai Tikka,₹380,Mildly spiced cottage cheese bites enriched with cream and charbroiled in mud oven.
The Port Hotel,Boneless Butter Chicken Biryani,₹450,Served with tadka dahi and makhani gravy.
The Port Hotel,Dum Dal,₹380,Black lentils cooked in traditional method of dum and house spices.
The Port Hotel,Hot Milk,₹80,
The Port Hotel,Punjabi Veg Kofta Curry,₹320,Mix veg dupling cooked in spicy Punjabi gravy.
The Port Hotel,Veg Biryani,₹300,Served with raita and mirch ka salan.
The Port Hotel,Hara Bhara Kebab,₹280,"Kabab made of spinach, green peas, potato and Indian spices."
The Port Hotel,Vegetable Fried Rice,₹280,
The Port Hotel,Vegetable Hakka Noodles,₹250,
The Port Hotel,Vegetable Manchurian Dry,₹250,Fried vegetable dumpling tossed in spicy manchurian gravy.
The Port Hotel,Boneless Kadhai Chicken,₹460,Chicken chunks cooked with onion and capsicum in tomato onion gravy.
The Port Hotel,Boneless Murgh Sirka Pyaza,₹450,Chicken chunks cooked with pickled onions in spicy masala gravy.
The Port Hotel,Tawa Paneer,₹380,"Tandoor charbroiled cottage cheese chunks cooked with tomato and onion in tawa with
house ... read more"
The Port Hotel,Chicken Chilli Garlic Noodles,₹360,
The Port Hotel,Chilli Mushroom,₹350,Wok tossed cottage cheese in spicy soya sauce.
The Port Hotel,Paneer Makhani Biryani,₹350,Served with tadka dahi and makhani gravy.
The Port Hotel,Chicken Cigars,₹350,Chicken roll served with sweet chilli dip.
The Port Hotel,Egg Biryani,₹320,
The Port Hotel,Veg Chilli Garlic Noodles,₹320,
The Port Hotel,Kadai Vegetables,₹320,Assorted vegetables cooked with the Chefs special flavourful spinach gravy.
The Port Hotel,Crispy Corn,₹300,Batter fried American corn tossed in chilli sauce.
